date,latitude,longitude,type,description,perpetrator,perpetrator_type,weapon,facilities_destroyed,facilities_damaged,health_workers_killed,health_workers_injured,health_workers_kidnapped,health_workers_arrested,worker_profession,access_obstructed,event_id,year,month,day,date_string
2023-12-29,31.3443293,34.3095897,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43357,2023,12,29,2023-12-29
2023-12-29,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43358,2023,12,29,2023-12-29
2023-12-29,32.3210552,35.3689104,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,False,43038,2023,12,29,2023-12-29
2023-12-29,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,42933,2023,12,29,2023-12-29
2023-12-29,31.4183455,34.3502476,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Physiotherapist,False,69209,2023,12,29,2023-12-29
2023-12-30,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43039,2023,12,30,2023-12-30
2023-12-30,32.317711389,35.0592180861,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43090,2023,12,30,2023-12-30
2023-12-30,31.446824485,34.3830842885,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,42935,2023,12,30,2023-12-30
2023-12-30,31.515337354,34.449262714,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,True,42934,2023,12,30,2023-12-30
2023-12-30,31.9512519022,35.2119326704,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43092,2023,12,30,2023-12-30
2023-12-30,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43091,2023,12,30,2023-12-30
2023-12-30,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43066,2023,12,30,2023-12-30
2023-12-31,31.3023150385,34.3195736658,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,42939,2023,12,31,2023-12-31
2023-12-31,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43262,2023,12,31,2023-12-31
2023-12-31,32.3102824433,35.0242058477,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,44054,2023,12,31,2023-12-31
2023-12-31,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43093,2023,12,31,2023-12-31
2023-12-31,32.3146376567,35.0300467014,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,44053,2023,12,31,2023-12-31
2023-12-31,31.4482157917,34.393408289,Health Care,"Paramedic: 1 killed, 1 injured",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,1,0,0,Paramedic,False,42936,2023,12,31,2023-12-31
2023-12-31,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,0,0,0,,False,43356,2023,12,31,2023-12-31
2023-12-31,32.3146240559,35.0300467299,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43121,2023,12,31,2023-12-31
2023-12-31,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,42938,2023,12,31,2023-12-31
2023-12-31,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,93614,2023,12,31,2023-12-31
2023-12-31,31.4225658441,34.3863701789,Health Care,Paramedic: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Paramedic,False,43546,2023,12,31,2023-12-31
2024-01-01,31.5330246873,34.4587254595,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,1,0,0,0,0,0,,False,85252,2024,1,1,2024-01-01
2024-01-01,31.7512333872,35.2465435237,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,43123,2024,1,1,2024-01-01
2024-01-01,31.4427238495,34.3618000657,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Artillery,0,0,1,0,0,0,Doctor,False,43040,2024,1,1,2024-01-01
2024-01-02,32.176063,35.0587996,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,87383,2024,1,2,2024-01-02
2024-01-02,32.1881333,34.9679208,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,43264,2024,1,2,2024-01-02
2024-01-02,31.3422019123,34.3082439783,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,42943,2024,1,2,2024-01-02
2024-01-02,31.3477127106,34.2967678572,Health Care,1 facility(ies) damaged; Volunteer: 1 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,1,0,0,Volunteer,False,43049,2024,1,2,2024-01-02
2024-01-03,32.3111468,35.0275505,Health Care,Nurse: 2 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,2,Nurse,False,43416,2024,1,3,2024-01-03
2024-01-03,31.4200022681,34.3597412109,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,42940,2024,1,3,2024-01-03
2024-01-03,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,42942,2024,1,3,2024-01-03
2024-01-03,32.317711389,35.0592180861,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,43415,2024,1,3,2024-01-03
2024-01-03,32.3102824433,35.0242058477,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43414,2024,1,3,2024-01-03
2024-01-03,32.3146240559,35.0300467299,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43413,2024,1,3,2024-01-03
2024-01-03,31.4225658441,34.3863701789,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43267,2024,1,3,2024-01-03
2024-01-03,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,87328,2024,1,3,2024-01-03
2024-01-03,32.1881333,34.9679208,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43410,2024,1,3,2024-01-03
2024-01-03,32.317711389,35.0592180861,Health Care,1 facility(ies) damaged; forceful entry; facility occupation,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,43739,2024,1,3,2024-01-03
2024-01-03,31.5290924248,34.4840203437,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Doctor,False,44186,2024,1,3,2024-01-03
2024-01-03,32.317711389,35.0592180861,Health Care,access obstructed,Unidentified Armed Actor,Multiple,"Aerial Bomb: Drone, Unspecified Explosive",0,0,0,0,0,0,,True,44018,2024,1,3,2024-01-03
2024-01-03,32.1881333,34.9679208,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87384,2024,1,3,2024-01-03
2024-01-03,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,43412,2024,1,3,2024-01-03
2024-01-04,31.3517405124,34.2981790731,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,87330,2024,1,4,2024-01-04
2024-01-04,32.317711389,35.0592180861,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43417,2024,1,4,2024-01-04
2024-01-04,31.4160652569,34.3775081635,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43058,2024,1,4,2024-01-04
2024-01-04,31.3477127106,34.2967678572,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,87329,2024,1,4,2024-01-04
2024-01-04,31.3477127106,34.2967678572,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,0,0,0,,False,42923,2024,1,4,2024-01-04
2024-01-04,32.317711389,35.0592180861,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,87385,2024,1,4,2024-01-04
2024-01-04,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43297,2024,1,4,2024-01-04
2024-01-04,31.3762463514,34.3193156619,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,43598,2024,1,4,2024-01-04
2024-01-04,31.5166666667,34.45,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,43055,2024,1,4,2024-01-04
2024-01-04,31.5775471,35.0993156,Health Care,ProgrammeStaff: 1 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,1,0,0,ProgrammeStaff,False,87386,2024,1,4,2024-01-04
2024-01-04,31.4225658441,34.3863701789,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,HeadOfProgramme,False,43298,2024,1,4,2024-01-04
2024-01-05,32.2053935884,35.2865839068,Health Care,access obstructed; 2 ambulance(s) damaged,"Israeli Defence Forces, Refugees/IDPs",Multiple,"Firearms, No Information on the Weapon Used",0,0,0,0,0,0,,True,43605,2024,1,5,2024-01-05
2024-01-05,31.4432234,34.360007,Health Care,Doctor: 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Doctor,False,74713,2024,1,5,2024-01-05
2024-01-05,31.6231834693,35.1370892003,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43411,2024,1,5,2024-01-05
2024-01-05,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,1,0,0,0,0,,False,43062,2024,1,5,2024-01-05
2024-01-05,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43300,2024,1,5,2024-01-05
2024-01-05,32.2053935884,35.2865839068,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43428,2024,1,5,2024-01-05
2024-01-05,31.3023150385,34.3195736658,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43301,2024,1,5,2024-01-05
2024-01-05,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43302,2024,1,5,2024-01-05
2024-01-05,31.4356937471,34.3569960713,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43303,2024,1,5,2024-01-05
2024-01-05,31.3517405124,34.2981790731,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,0,0,0,,False,43299,2024,1,5,2024-01-05
2024-01-06,31.4482157917,34.393408289,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Nurse,False,72701,2024,1,6,2024-01-06
2024-01-06,31.4276377816,34.3654066272,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,43307,2024,1,6,2024-01-06
2024-01-06,31.4225658441,34.3863701789,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43063,2024,1,6,2024-01-06
2024-01-06,31.4200022681,34.3597412109,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,False,43306,2024,1,6,2024-01-06
2024-01-06,31.4183455,34.3502476,Health Care,"Dentist, Doctor: 3 killed",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,3,0,0,0,"Dentist, Doctor",False,43187,2024,1,6,2024-01-06
2024-01-06,31.3517405124,34.2981790731,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,0,0,0,,False,43304,2024,1,6,2024-01-06
2024-01-06,31.3517405124,34.2981790731,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43305,2024,1,6,2024-01-06
2024-01-06,31.4432234,34.360007,Health Care,Doctor: 1 injured,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,1,0,0,Doctor,False,43188,2024,1,6,2024-01-06
2024-01-07,31.9513245203,35.2117823734,Health Care,Nurse: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Nurse,False,84890,2024,1,7,2024-01-07
2024-01-07,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,0,0,0,,False,43327,2024,1,7,2024-01-07
2024-01-07,31.5128679,34.4581358,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43669,2024,1,7,2024-01-07
2024-01-07,31.8179092,35.1798582,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43409,2024,1,7,2024-01-07
2024-01-07,31.3517405124,34.2981790731,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43195,2024,1,7,2024-01-07
2024-01-07,31.4200022681,34.3597412109,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43331,2024,1,7,2024-01-07
2024-01-07,31.8847730336,35.2109239491,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,84891,2024,1,7,2024-01-07
2024-01-07,31.9052836,35.1889494,Health Care,Doctor: 1 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,Doctor,False,43190,2024,1,7,2024-01-07
2024-01-08,31.3023150385,34.3195736658,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,1,0,0,0,0,,False,43193,2024,1,8,2024-01-08
2024-01-08,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43194,2024,1,8,2024-01-08
2024-01-08,32.3111104431,35.027461097,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43429,2024,1,8,2024-01-08
2024-01-08,31.3443293,34.3095897,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,0,0,0,,False,43332,2024,1,8,2024-01-08
2024-01-08,31.3442544557,34.3054967222,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,True,43333,2024,1,8,2024-01-08
2024-01-09,31.4225658441,34.3863701789,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,0,0,0,0,0,0,,True,43671,2024,1,9,2024-01-09
2024-01-09,32.2202442233,35.2981281731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43408,2024,1,9,2024-01-09
2024-01-09,31.4384767815,34.4034718931,Health Care,Military Medic: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Military Medic,False,45165,2024,1,9,2024-01-09
2024-01-09,31.4482157917,34.393408289,Health Care,Nurse: 1 killed,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,1,0,0,0,Nurse,False,72667,2024,1,9,2024-01-09
2024-01-09,31.4203604,34.3721461689,Health Care,Physiotherapist: 1 killed,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Physiotherapist,False,69210,2024,1,9,2024-01-09
2024-01-09,32.2202442233,35.2981281731,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87388,2024,1,9,2024-01-09
2024-01-09,31.5128679,34.4581358,Health Care,Military Medic: 1 killed,Unidentified Armed Actor,No Information,Firearms,0,0,1,0,0,0,Military Medic,False,45164,2024,1,9,2024-01-09
2024-01-09,32.2147254544,35.3052053059,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87387,2024,1,9,2024-01-09
2024-01-10,31.4200022681,34.3597412109,Health Care,1 facility(ies) damaged; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,1,0,0,0,0,,False,43440,2024,1,10,2024-01-10
2024-01-10,31.542776898,34.4705271578,Health Care,vicinity affected; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43192,2024,1,10,2024-01-10
2024-01-10,31.7071194,35.2065947025,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43189,2024,1,10,2024-01-10
2024-01-10,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87389,2024,1,10,2024-01-10
2024-01-10,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,ProgrammeStaff,True,87393,2024,1,10,2024-01-10
2024-01-10,32.2205316,35.2569374,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,87395,2024,1,10,2024-01-10
2024-01-10,31.4225658441,34.3863701789,Health Care,"AmbulanceDriver, Paramedic, Volunteer: 4 killed; 1 ambulance(s) damaged",Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,4,0,0,0,"AmbulanceDriver, Paramedic, Volunteer",False,43430,2024,1,10,2024-01-10
2024-01-11,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43442,2024,1,11,2024-01-11
2024-01-11,31.3443293,34.3095897,Health Care,Other: 1 injured,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,1,0,0,Other,False,45900,2024,1,11,2024-01-11
2024-01-11,31.3411618786,34.3263316154,Health Care,1 facility(ies) destroyed,Israeli Defence Forces,Host Government: Military,No Information on the Weapon Used,1,0,0,0,0,0,,False,84671,2024,1,11,2024-01-11
2024-01-11,32.317711389,35.0592180861,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87396,2024,1,11,2024-01-11
2024-01-12,32.3111468,35.0275505,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43438,2024,1,12,2024-01-12
2024-01-12,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43444,2024,1,12,2024-01-12
2024-01-12,31.4200022681,34.3597412109,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43451,2024,1,12,2024-01-12
2024-01-12,31.4432234,34.360007,Health Care,access obstructed,Government of Israel,Host Government/Self-Declared Host Government,Not Applicable: No Direct Violence,0,0,0,0,0,0,,True,43446,2024,1,12,2024-01-12
2024-01-13,31.5240854092,34.443495558,Health Care,forceful entry,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43458,2024,1,13,2024-01-13
2024-01-13,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43454,2024,1,13,2024-01-13
2024-01-13,31.4200022681,34.3597412109,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43453,2024,1,13,2024-01-13
2024-01-13,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43447,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43435,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87397,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87399,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,ProgrammeStaff: 1 arrested; access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,1,ProgrammeStaff,True,87400,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,43433,2024,1,13,2024-01-13
2024-01-13,32.4046105,35.2033385,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87403,2024,1,13,2024-01-13
2024-01-13,32.4601429368,35.2877427919,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43437,2024,1,13,2024-01-13
2024-01-13,32.4046105,35.2033385,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43436,2024,1,13,2024-01-13
2024-01-13,32.293336275,35.3447556496,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43434,2024,1,13,2024-01-13
2024-01-14,31.50657065,35.1169326717,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,87404,2024,1,14,2024-01-14
2024-01-15,31.3443293,34.3095897,Health Care,Other: 1 killed; vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,1,0,0,0,Other,False,45902,2024,1,15,2024-01-15
2024-01-15,32.3274558,35.0844741841,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,87405,2024,1,15,2024-01-15
2024-01-15,31.5065977,35.0263669,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,Paramedic,True,43688,2024,1,15,2024-01-15
2024-01-15,31.3478325696,34.2932331562,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Shelling,0,1,0,0,0,0,,False,43620,2024,1,15,2024-01-15
2024-01-15,31.3443293,34.3095897,Health Care,Student(Tertiary): 1 killed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,1,0,0,0,Student(Tertiary),False,75077,2024,1,15,2024-01-15
2024-01-15,31.5238064716,34.4481254123,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,Doctor,True,43673,2024,1,15,2024-01-15
2024-01-16,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43642,2024,1,16,2024-01-16
2024-01-16,31.5128679,34.4581358,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Not Applicable: No Direct Violence,0,0,0,0,0,0,HospitalStaff,False,43644,2024,1,16,2024-01-16
2024-01-16,31.3517405124,34.2981790731,Health Care,Volunteer: 1 injured,Israeli Defence Forces,Host Government: Military,Shelling,0,0,0,1,0,0,Volunteer,False,43621,2024,1,16,2024-01-16
2024-01-16,31.3472049085,34.292557325,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Unspecified Explosive,0,0,0,0,0,0,,False,43632,2024,1,16,2024-01-16
2024-01-16,31.3467192814,34.2919455,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Artillery,0,0,0,0,0,0,,False,43643,2024,1,16,2024-01-16
2024-01-17,32.2053935884,35.2865839068,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43808,2024,1,17,2024-01-17
2024-01-17,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Drone,0,0,0,0,0,0,,False,43645,2024,1,17,2024-01-17
2024-01-17,32.3136127735,35.0349283566,Health Care,Health facility incident,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,False,43797,2024,1,17,2024-01-17
2024-01-17,32.3136127735,35.0349283566,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Other Weapon,0,0,0,0,0,0,,True,43799,2024,1,17,2024-01-17
2024-01-17,31.3478325696,34.2932331562,Health Care,vicinity affected,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,False,43646,2024,1,17,2024-01-17
2024-01-17,31.5167641662,34.4646691635,Health Care,1 facility(ies) damaged,Israeli Defence Forces,Host Government: Military,Missile,0,1,0,0,0,0,,False,43647,2024,1,17,2024-01-17
2024-01-17,32.3136127735,35.0349283566,Health Care,Paramedic: 5 arrested,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,5,Paramedic,False,43791,2024,1,17,2024-01-17
2024-01-17,32.3136127735,35.0349283566,Health Care,Paramedic: 2 injured; 1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,2,0,0,Paramedic,False,43796,2024,1,17,2024-01-17
2024-01-17,32.2205316,35.2569374,Health Care,access obstructed,Israeli Defence Forces,Host Government: Military,Firearms,0,0,0,0,0,0,,True,43807,2024,1,17,2024-01-17
2024-01-17,32.3136127735,35.0349283566,Health Care,1 ambulance(s) damaged,Israeli Defence Forces,Host Government: Military,Aerial Bomb: Plane,0,0,0,0,0,0,,False,43795,2024,1,17,2024-01-17
